n,comparisons,movements
6700,11152262,11152273
6700,11363881,11363888
6700,11179292,11179300
6700,11103273,11103287
6700,11067831,11067836
6700,11302046,11302057
6700,11127277,11127282
6700,11134253,11134263
6700,11155232,11155245
6700,11192205,11192212
6700,11249610,11249620
6700,11256768,11256777
6700,11253864,11253877
6700,11260235,11260245
6700,11302834,11302842
6700,11080218,11080229
6700,11157226,11157232
6700,11187447,11187454
6700,11077616,11077620
6700,11458521,11458533
6700,11169236,11169244
6700,11153634,11153644
6800,11321499,11321512
6800,11591314,11591320
6800,11650537,11650545
6800,11506345,11506359
6800,11485208,11485214
6800,11625129,11625139
6800,11483116,11483123
6800,11570486,11570492
6800,11580128,11580132
6800,11657519,11657526
6800,11702854,11702862
6800,11651784,11651790
6800,11487304,11487312
6800,11602013,11602023
6800,11507285,11507301
6800,11559095,11559099
6800,11526903,11526913
6800,11542048,11542057
6800,11458859,11458868
6800,11423335,11423340
6800,11584743,11584752
6800,11475150,11475163
6800,11507739,11507744
6800,11432364,11432373
6800,11589809,11589819
6800,11552407,11552415
6800,11570550,11570551
6800,11572550,11572557
6800,11487394,11487408
6800,11420762,11420772
6800,11424051,11424058
6800,11555223,11555234
6800,11673570,11673575
6800,11562155,11562165
6800,11532210,11532218
6800,11531727,11531737
6800,11566719,11566733
6800,11440699,11440709
6800,11681835,11681848
6800,11570752,11570761
6800,11583650,11583661
6800,11539036,11539043
6800,11538933,11538938
6800,11505925,11505931
6800,11415446,11415453
6800,11612476,11612488
6800,11634940,11634954
6800,11614611,11614614
6800,11542881,11542889
6800,11621473,11621483
6900,11885006,11885012
6900,11836074,11836084
6900,12020277,12020286
6900,11913012,11913019
6900,11777549,11777557
6900,12022663,12022670
6900,11948620,11948630
6900,11807594,11807608
6900,11776134,11776142
6900,12050181,12050189
6900,11975369,11975380
6900,12211871,12211880
6900,11876200,11876207
6900,11888188,11888194
6900,11721698,11721704
6900,11875231,11875240
6900,11908001,11908011
6900,11775406,11775411
6900,11784500,11784506
6900,11751565,11751575
6900,11971616,11971620
6900,11820503,11820508
6900,12059567,12059576
6900,11898561,11898571
6900,11660212,11660226
6900,11840587,11840595
6900,11900263,11900278
6900,11982325,11982330
6900,11721739,11721750
6900,11926281,11926286
6900,11884938,11884947
6900,11921977,11921985
6900,11952089,11952099
6900,11887535,11887545
6900,11750060,11750065
6900,11888759,11888766
6900,11852334,11852339
6900,11883893,11883904
6900,11987145,11987153
6900,11660325,11660334
6900,11916860,11916867
6900,12014727,12014738
6900,11951894,11951901
6900,11872041,11872047
6900,11882310,11882317
6900,11703051,11703059
6900,11825614,11825621
6900,11871750,11871761
6900,12058499,12058505
6900,11718697,11718704
7000,12121057,12121066
7000,12261959,12261963
7000,12287753,12287765
7000,12143629,12143637
7000,12314475,12314487
7000,12172130,12172145
7000,12132345,12132351
7000,12375753,12375757
7000,12016522,12016530
7000,12233795,12233807
7000,12251837,12251844
7000,12157823,12157831
7000,12354697,12354706
7000,12134882,12134892
7000,12241625,12241634
7000,12055760,12055773
7000,12025787,12025801
7000,12194643,12194650
7000,12386172,12386179
7000,12294694,12294702
7000,12201472,12201479
7000,12154964,12154971
7000,12186428,12186437
7000,12168065,12168072
7000,12158222,12158233
7000,12216832,12216838
7000,12236795,12236801
7000,12240617,12240629
7000,12268707,12268718
7000,12291465,12291471
7000,12141441,12141448
7000,12226227,12226236
7000,12256371,12256382
7000,12389547,12389555
7000,12163441,12163450
7000,12359996,12360006
7000,12264543,12264552
7000,12258013,12258021
7000,12147256,12147265
7000,12204520,12204529
7000,12362499,12362503
7000,12310323,12310333
7000,12173121,12173128
7000,12330461,12330474
7000,12266740,12266748
7000,12346226,12346234
7000,12179178,12179187
7000,12363883,12363894
7000,12164801,12164816
7000,12313308,12313317
7100,12600227,12600237
7100,12703359,12703365
7100,12632865,12632871
7100,12445537,12445544
7100,12688722,12688732
7100,12879279,12879285
7100,12605854,12605864
7100,12609614,12609621
7100,12567776,12567788
7100,12693806,12693809
7100,12514825,12514831
7100,12453795,12453804
7100,12543796,12543807
7100,12911953,12911960
7100,12559687,12559695
7100,12477760,12477773
7100,12700021,12700032
7100,12672094,12672107
7100,12584086,12584098
7100,12501308,12501316
7100,12661684,12661692
7100,12637592,12637604
7100,12574848,12574858
7100,12660588,12660601
7100,12604760,12604771
7100,12581869,12581878
7100,12721546,12721550
7100,12550559,12550567
7100,12443918,12443929
7100,12759671,12759677
7100,12598779,12598788
7100,12514027,12514037
7100,12680313,12680324
7100,12623395,12623404
7100,12695940,12695948
7100,12598586,12598599
7100,12639071,12639076
7100,12728848,12728857
7100,12510916,12510923
7100,12765727,12765729
7100,12717038,12717048
7100,12454123,12454126
7100,12522851,12522855
7100,12611905,12611911
7100,12613095,12613101
7100,12555285,12555293
7100,12511996,12512008
7100,12593498,12593509
7100,12600648,12600653
7100,12590677,12590684
7200,13000868,13000874
7200,13177039,13177049
7200,12940955,12940964
7200,13080812,13080816
7200,12972342,12972350
7200,12965342,12965350
7200,12874650,12874661
7200,12914558,12914569
7200,13016130,13016136
7200,12999881,12999885
7200,13057132,13057142
7200,13037918,13037928
7200,12927393,12927404
7200,13018865,13018874
7200,12899990,12899996
7200,12965937,12965947
7200,13199387,13199393
7200,12967129,12967139
7200,12935907,12935919
7200,12911183,12911188
7200,12989420,12989425
7200,12851618,12851622
7200,12987166,12987173
7200,12894843,12894851
7200,12990828,12990833
7200,13001518,13001527
7200,13126721,13126728
7200,13122373,13122382
7200,13064654,13064660
7200,13013952,13013962
7200,13094186,13094191
7200,13033772,13033782
7200,13028154,13028161
7200,12999391,12999394
7200,12907461,12907469
7200,12958346,12958355
7200,12822522,12822532
7200,13079656,13079664
7200,13022944,13022952
7200,13063504,13063512
7200,13015430,13015434
7200,13029897,13029907
7200,12996421,12996430
7200,12919704,12919714
7200,12959948,12959959
7200,12791200,12791205
7200,13092067,13092074
7200,12831367,12831378
7200,12861071,12861079
7200,12871370,12871381
7300,13215973,13215981
7300,13386711,13386716
7300,13211011,13211020
7300,13370644,13370652
7300,13489890,13489900
7300,13284494,13284498
7300,13552749,13552756
7300,13448556,13448567
7300,13219053,13219061
7300,13379905,13379914
7300,13365956,13365964
7300,13363780,13363789
7300,13246872,13246881
7300,13368417,13368426
7300,13329950,13329960
7300,13321701,13321711
7300,13378537,13378543
7300,13309668,13309678
7300,13322803,13322817
7300,13509330,13509336
7300,13372202,13372211
7300,13261978,13261986
7300,13410642,13410653
7300,13244636,13244641
7300,13242701,13242704
7300,13185171,13185179
7300,13284015,13284023
7300,13139671,13139677
7300,13294306,13294318
7300,13411185,13411189
7300,13244066,13244072
7300,13190245,13190253
7300,13493421,13493435
7300,13355227,13355235
7300,13394308,13394313
7300,13278964,13278974
7300,13378556,13378564
7300,13284343,13284352
7300,13238681,13238689
7300,13259134,13259147
7300,13306418,13306427
7300,13292717,13292725
7300,13402891,13402901
7300,13336190,13336201
7300,13270200,13270209
7300,13398345,13398355
7300,13488292,13488299
7300,13325706,13325721
7300,13480032,13480043
7300,13427686,13427695
7400,13596819,13596829
7400,13701912,13701923
7400,13692385,13692393
7400,13502960,13502965
7400,13567013,13567023
7400,13618026,13618033
7400,13614381,13614391
7400,13743414,13743426
7400,13832152,13832160
7400,13702414,13702421
7400,13738665,13738675
7400,13623343,13623350
7400,13746209,13746218
7400,13736901,13736910
7400,13671816,13671823
7400,13652495,13652504
7400,13639527,13639534
7400,13695198,13695212
7400,13778970,13778974
7400,13565889,13565902
7400,13776477,13776489
7400,13546017,13546028
7400,13764498,13764503
7400,13707837,13707845
7400,13573305,13573315
7400,13784283,13784287
7400,13807265,13807273
7400,13590892,13590903
7400,13682452,13682460
7400,13665885,13665894
7400,13613040,13613045
7400,13639115,13639119
7400,13668273,13668279
7400,13750581,13750595
7400,13811986,13811993
7400,13416241,13416248
7400,13646834,13646838
7400,13728562,13728575
7400,13750285,13750293
7400,13748889,13748894
7400,13584023,13584031
7400,13907047,13907056
7400,13827306,13827311
7400,13699733,13699743
7400,13802465,13802475
7400,13872537,13872543
7400,13569048,13569057
7400,13654612,13654621
7400,13525216,13525226
7400,13741775,13741787
7500,14092519,14092526
7500,14016604,14016616
7500,13984614,13984620
7500,14209999,14210009
7500,14208386,14208395
7500,14009426,14009433
7500,14156291,14156299
7500,14104509,14104515
7500,13916017,13916020
7500,14145101,14145109
7500,14010742,14010750
7500,14060009,14060025
7500,14033801,14033808
7500,14201080,14201088
7500,14127970,14127978
7500,14086439,14086447
7500,14031434,14031441
7500,14105351,14105353
7500,14044026,14044037
7500,14101122,14101125
7500,14217393,14217401
7500,14000113,14000125
7500,14000753,14000759
7500,14160135,14160147
7500,14099531,14099537
7500,14129840,14129853
7500,14033753,14033762
7500,14121389,14121398
7500,13921462,13921465
7500,14179797,14179802
7500,13967272,13967279
7500,14021904,14021917
7500,13956107,13956115
7500,14135506,14135514
7500,13867290,13867305
7500,14148769,14148776
7500,13947556,13947562
7500,14028973,14028979
7500,14099231,14099242
7500,14220675,14220682
7500,14319085,14319094
7500,13922544,13922551
7500,14114755,14114763
7500,14014567,14014574
7500,14151193,14151205
7500,14085283,14085291
7500,13954251,13954259
7500,13974106,13974118
7500,13959095,13959100
7500,14143604,14143613
7600,14331197,14331205
7600,14238983,14238994
7600,14590571,14590582
7600,14315688,14315697
7600,14421685,14421691
7600,14535652,14535660
7600,14469342,14469349
7600,14396778,14396787
7600,14443506,14443513
7600,14533215,14533220
7600,14382113,14382121
7600,14652828,14652838
7600,14543498,14543504
7600,14215206,14215213
7600,14343305,14343318
7600,14668829,14668837
7600,14547031,14547038
7600,14432818,14432826
7600,14406446,14406459
7600,14537833,14537839
7600,14309726,14309732
7600,14575705,14575710
7600,14497539,14497547
7600,14464145,14464150
7600,14455317,14455328
7600,14498502,14498509
7600,14378950,14378955
7600,14399569,14399582
7600,14496193,14496207
7600,14617918,14617926
7600,14394164,14394167
7600,14518900,14518912
7600,14370365,14370373
7600,14352733,14352738
7600,14508282,14508288
7600,14357062,14357068
7600,14663550,14663555
7600,14337789,14337801
7600,14600131,14600143
7600,14469315,14469322
7600,14488333,14488345
7600,14668363,14668368
7600,14515319,14515325
7600,14415782,14415789
7600,14342171,14342181
7600,14605747,14605752
7600,14560994,14561004
7600,14476685,14476693
7600,14535972,14535979
7600,14491057,14491069
7700,14830400,14830409
7700,15013950,15013958
7700,14840740,14840755
7700,14915176,14915186
7700,14737074,14737084
7700,14806962,14806970
7700,14937292,14937302
7700,14789461,14789467
7700,14825269,14825276
7700,14724959,14724964
7700,15036496,15036509
7700,14678407,14678414
7700,14760766,14760776
7700,14744995,14745001
7700,14853710,14853718
7700,14665752,14665765
7700,14798004,14798013
7700,14929034,14929042
7700,14806523,14806539
7700,14936387,14936395
7700,14750757,14750763
7700,14916248,14916256
7700,14696037,14696043
7700,14704589,14704598
7700,14627210,14627219
7700,14854108,14854118
7700,14878299,14878303
7700,14775345,14775352
7700,14616004,14616013
7700,14637999,14638011
7700,14759667,14759678
7700,14890557,14890565
7700,14768187,14768198
7700,14873251,14873259
7700,14924703,14924711
7700,14777198,14777208
7700,14780462,14780470
7700,14697253,14697258
7700,14767859,14767868
7700,14865538,14865555
7700,14710985,14710995
7700,14840954,14840959
7700,14933209,14933216
7700,14847710,14847716
7700,14661845,14661853
7700,14683045,14683061
7700,15004026,15004032
7700,14835182,14835189
7700,14789026,14789035
7700,14978007,14978019
7800,15067799,15067807
7800,15070567,15070576
7800,15161194,15161203
7800,15260554,15260564
7800,15159860,15159867
7800,15153576,15153581
7800,15120278,15120283
7800,15158665,15158672
7800,15202001,15202009
7800,15208147,15208154
7800,15307732,15307737
7800,15186168,15186175
7800,15176243,15176250
7800,15065178,15065186
7800,15329637,15329647
7800,15233871,15233879
7800,15091318,15091326
7800,15217653,15217657
7800,15098454,15098456
7800,15082369,15082380
7800,15144692,15144706
7800,15192603,15192611
7800,15238570,15238579
7800,15146194,15146204
7800,14930830,14930839
7800,15357033,15357041
7800,15278387,15278402
7800,15319113,15319124
7800,15030656,15030667
7800,15219331,15219334
7800,15151046,15151057
7800,15162324,15162332
7800,15295229,15295237
7800,15053611,15053619
7800,15152195,15152208
7800,15172091,15172110
7800,15211835,15211843
7800,15377270,15377278
7800,15290700,15290709
7800,15337312,15337323
7800,15313622,15313631
7800,15160751,15160762
7800,14968517,14968525
7800,15139792,15139799
7800,15259863,15259876
7800,14942633,14942640
7800,15535776,15535784
7800,15215743,15215750
7800,15158732,15158737
7800,15537761,15537765
7900,15613223,15613233
7900,15744652,15744659
7900,15722136,15722143
7900,15751947,15751951
7900,15392436,15392443
7900,15430020,15430026
7900,15643107,15643116
7900,15563043,15563055
7900,15620036,15620045
7900,15611446,15611452
7900,15499149,15499157
7900,15445295,15445306
7900,15774504,15774516
7900,15587449,15587454
7900,15642690,15642699
7900,15535232,15535236
7900,15482035,15482052
7900,15484429,15484437
7900,15640556,15640567
7900,15786400,15786409
7900,15515056,15515072
7900,15739059,15739063
7900,15572447,15572458
7900,15638988,15638999
7900,15697289,15697293
7900,15710465,15710474
7900,15582280,15582292
7900,15572280,15572289
7900,15837887,15837895
7900,15656109,15656116
7900,15564256,15564265
7900,15649334,15649339
7900,15654134,15654144
7900,15601294,15601300
7900,15752023,15752030
7900,15664064,15664071
7900,15593537,15593542
7900,15564586,15564592
7900,15765440,15765450
7900,15679193,15679202
7900,15859890,15859900
7900,15628451,15628461
7900,15592993,15593000
7900,15611333,15611344
7900,15717441,15717456
7900,15682914,15682924
7900,15583046,15583051
7900,15701756,15701767
7900,15648699,15648709
7900,15545824,15545832
8000,15905654,15905667
8000,15916055,15916060
8000,15860712,15860719
8000,16092025,16092031
8000,16014923,16014929
8000,15833451,15833463
8000,16186867,16186871
8000,16059268,16059279
8000,15883229,15883242
8000,16131321,16131329
8000,16144646,16144657
8000,16182566,16182576
8000,16118530,16118536
8000,16041173,16041183
8000,16074794,16074808
8000,16153536,16153544
8000,16089269,16089284
8000,16061919,16061934
8000,15905110,15905123
8000,16114168,16114176
8000,15931063,15931073
8000,16133945,16133950
8000,16097500,16097506
8000,15954964,15954975
8000,15880141,15880145
8000,16105783,16105793
8000,16011456,16011470
8000,15942905,15942917
8000,16004292,16004296
8000,15985769,15985774
8000,15942199,15942210
8000,15785909,15785915
8000,15793574,15793579
8000,15955588,15955596
8000,15943528,15943533
8000,16126050,16126058
8000,15913827,15913836
8000,16260100,16260104
8000,15979050,15979061
8000,16118623,16118631
8000,15768150,15768162
8000,16078429,16078435
8000,15909819,15909829
8000,15973490,15973500
8000,15899006,15899013
8000,15969428,15969434
8000,16022911,16022926
8000,16055750,16055758
8000,15856112,15856123
8000,15829512,15829522
8100,16489331,16489339
8100,16484005,16484014
8100,16303449,16303459
8100,16256889,16256895
8100,16451774,16451779
8100,16584882,16584887
8100,16562355,16562363
8100,16447850,16447853
8100,16503913,16503923
8100,16517868,16517871
8100,16324877,16324881
8100,16629176,16629187
8100,16258051,16258063
8100,16530908,16530912
8100,16344115,16344119
8100,16197466,16197474
8100,16462603,16462617
8100,16331506,16331511
8100,16405297,16405304
8100,16095208,16095218
8100,16584954,16584966
8100,16364103,16364111
8100,16368479,16368492
8100,16381084,16381090
8100,16309405,16309416
8100,16444650,16444661
8100,16618020,16618029
8100,16514231,16514237
8100,16566751,16566758
8100,16418156,16418162
8100,16319912,16319917
8100,16407077,16407089
8100,16476929,16476937
8100,16545497,16545502
8100,16615434,16615438
8100,16469601,16469611
8100,16376591,16376602
8100,16436936,16436943
8100,16480920,16480929
8100,16374271,16374278
8100,16351343,16351353
8100,16545447,16545451
8100,16397429,16397437
8100,16455873,16455881
8100,16540482,16540490
8100,16269658,16269667
8100,16363493,16363498
8100,16578035,16578042
8100,16488674,16488685
8100,16290788,16290796
8200,16784438,16784447
8200,16827148,16827158
8200,16776217,16776225
8200,16682075,16682089
8200,16760145,16760160
8200,16712077,16712087
8200,16913372,16913378
8200,16789614,16789621
8200,16915673,16915685
8200,16735533,16735537
8200,16703183,16703195
8200,16754172,16754182
8200,16810007,16810017
8200,16492394,16492403
8200,16910027,16910033
8200,16744828,16744835
8200,16679251,16679258
8200,17151066,17151078
8200,16991415,16991426
8200,16808314,16808329
8200,16720131,16720141
8200,16576286,16576291
8200,16710800,16710807
8200,16743436,16743443
8200,16986142,16986147
8200,16817478,16817486
8200,16884215,16884223
8200,16716431,16716439
8200,16949154,16949159
8200,16830509,16830514
8200,16730840,16730850
8200,16640010,16640019
8200,16663812,16663816
8200,16877170,16877176
8200,16726183,16726190
8200,16719404,16719418
8200,17018590,17018597
8200,16704249,16704259
8200,17004199,17004210
8200,16801727,16801733
8200,16904180,16904200
8200,16834231,16834243
8200,16826145,16826152
8200,16893835,16893845
8200,16668328,16668334
8200,16758089,16758100
8200,16636522,16636533
8200,16910412,16910422
8200,16627429,16627438
8200,16764278,16764289
8300,17122563,17122574
8300,17395110,17395118
8300,17267800,17267809
8300,17381323,17381328
8300,17147384,17147392
8300,17325332,17325339
8300,17209386,17209391
8300,17182664,17182671
8300,17152470,17152475
8300,17271397,17271404
8300,17141916,17141924
8300,17270079,17270091
8300,17452352,17452364
8300,17293381,17293398
8300,17306974,17306978
8300,17197638,17197645
8300,17270062,17270070
8300,17111664,17111680
8300,16973370,16973379
8300,16997424,16997431
8300,17274948,17274961
8300,17208196,17208208
8300,17279464,17279470
8300,17300763,17300768
8300,17117603,17117610
8300,17255459,17255471
8300,17271553,17271561
8300,17329936,17329949
8300,17463596,17463604
8300,17113858,17113869
8300,17143648,17143658
8300,16990529,16990539
8300,17008774,17008784
8300,17112812,17112821
8300,17240749,17240761
8300,16999778,16999786
8300,17090349,17090362
8300,17047381,17047389
8300,17207849,17207855
8300,17044181,17044191
8300,17183663,17183669
8300,17206408,17206420
8300,17263633,17263651
8300,17010901,17010911
8300,17352314,17352324
8300,17012442,17012454
8300,17178169,17178177
8300,17334015,17334021
8300,17178704,17178709
8300,17251420,17251428
8400,17935471,17935474
8400,17608683,17608692
8400,17658001,17658008
8400,17557011,17557019
8400,17625271,17625285
8400,17748776,17748780
8400,17595617,17595629
8400,17603017,17603024
8400,17556205,17556214
8400,17799111,17799127
8400,17566209,17566214
8400,17658322,17658327
8400,17924646,17924652
8400,17558320,17558326
8400,17758099,17758106
8400,17804489,17804495
8400,17485738,17485745
8400,17603489,17603498
8400,17598034,17598038
8400,17272364,17272370
8400,17697952,17697961
8400,17736033,17736040
8400,17525914,17525922
8400,17680882,17680891
8400,17620775,17620786
8400,17621255,17621268
8400,17625422,17625426
8400,17642238,17642248
8400,17665787,17665794
8400,17798872,17798884
8400,17617477,17617488
8400,17622626,17622634
8400,17608496,17608500
8400,17600704,17600709
8400,17648281,17648291
8400,17663952,17663960
8400,17494529,17494538
8400,17563476,17563483
8400,17605839,17605853
8400,17678580,17678591
8400,17783038,17783045
8400,17600679,17600690
8400,17790343,17790351
8400,17730078,17730091
8400,17652332,17652340
8400,17713032,17713042
8400,17552542,17552554
8400,17667563,17667573
8400,17733588,17733593
8400,17766263,17766271
8500,18144654,18144663
8500,18010984,18010999
8500,18283817,18283830
8500,18136167,18136174
8500,18056348,18056354
8500,18013985,18013992
8500,18189713,18189722
8500,18193338,18193347
8500,18060583,18060594
8500,18154358,18154365
8500,17945819,17945825
8500,18122834,18122844
8500,17870419,17870427
8500,17960824,17960831
8500,18159260,18159269
8500,18094456,18094465
8500,17968911,17968917
8500,18191481,18191488
8500,18148767,18148774
8500,18034595,18034602
8500,17994677,17994687
8500,17990304,17990314
8500,17920833,17920842
8500,18045250,18045259
8500,18070577,18070584
8500,18143593,18143599
8500,18109071,18109085
8500,18072963,18072973
8500,18224031,18224039
8500,17880070,17880083
8500,18151342,18151348
8500,18062917,18062928
8500,18074255,18074261
8500,18069574,18069585
8500,18009513,18009516
8500,18185909,18185918
8500,18265533,18265543
8500,18049830,18049836
8500,18050990,18050995
8500,18161403,18161412
8500,17881167,17881176
8500,18281888,18281899
8500,17984223,17984228
8500,18148715,18148728
8500,18105044,18105052
8500,18057141,18057147
8500,18093559,18093568
8500,18389029,18389040
8500,18086716,18086721
8500,18115232,18115239
8600,18333921,18333932
8600,18380322,18380330
8600,18581911,18581921
8600,18409773,18409782
8600,18485776,18485786
8600,18435857,18435866
8600,18730007,18730010
8600,18462966,18462970
8600,18639327,18639335
8600,18535765,18535774
8600,18207917,18207926
8600,18469231,18469240
8600,18466483,18466490
8600,18344346,18344354
8600,18650474,18650480
8600,18676946,18676955
8600,18357524,18357536
8600,18588718,18588721
8600,18398433,18398442
8600,18462657,18462665
8600,18413242,18413250
8600,18613497,18613507
8600,18222648,18222655
8600,18412980,18412992
8600,18310536,18310545
8600,18525617,18525624
8600,18595938,18595952
8600,18518332,18518346
8600,18537661,18537675
8600,18628590,18628601
8600,18477541,18477556
8600,18548671,18548679
8600,18741952,18741961
8600,18657440,18657450
8600,18669431,18669439
8600,18520523,18520534
8600,18327765,18327779
8600,18507305,18507316
8600,18458213,18458221
8600,18829701,18829711
8600,18546896,18546903
8600,18466648,18466652
8600,18618744,18618750
8600,18559069,18559078
8600,18620952,18620963
8600,18446375,18446387
8600,18364637,18364646
8600,18482668,18482673
8600,18439675,18439686
8600,18560036,18560043
8700,19127309,19127314
8700,19117151,19117159
8700,19053422,19053427
8700,18977942,18977951
8700,18799453,18799460
8700,18998985,18998991
8700,18817104,18817110
8700,18779107,18779117
8700,18862946,18862952
8700,18971265,18971276
8700,19006921,19006931
8700,18910493,18910505
8700,18798569,18798574
8700,19133295,19133309
8700,19099964,19099972
8700,19027450,19027459
8700,18896045,18896049
8700,18704691,18704698
8700,19138351,19138363
8700,19085578,19085581
8700,18911073,18911082
8700,18964958,18964962
8700,18928389,18928399
8700,18941104,18941113
8700,19076513,19076521
8700,18878506,18878513
8700,18960456,18960464
8700,18962021,18962029
8700,18982043,18982049
8700,18826235,18826248
8700,19063882,19063890
8700,18805646,18805655
8700,19035723,19035731
8700,18680655,18680662
8700,18828593,18828600
8700,19105865,19105873
8700,18780197,18780203
8700,18748550,18748559
8700,18561226,18561231
8700,18944644,18944650
8700,18959449,18959458
8700,18817176,18817181
8700,18934933,18934939
8700,18814565,18814575
8700,19008182,19008191
8700,19095529,19095537
8700,18567121,18567124
8700,18771016,18771022
8700,18907279,18907289
8700,18830088,18830095
8800,19398496,19398506
8800,19324261,19324271
8800,19412218,19412226
8800,19457030,19457036
8800,19525182,19525193
8800,19304659,19304670
8800,19234269,19234278
8800,19545583,19545596
8800,19324191,19324202
8800,19209654,19209663
8800,19217282,19217296
8800,19562293,19562302
8800,19223700,19223707
8800,19472565,19472573
8800,19433038,19433046
8800,19301263,19301270
8800,19155823,19155832
8800,19350178,19350188
8800,19418061,19418068
8800,19435408,19435420
8800,19113846,19113852
8800,19281415,19281423
8800,19096100,19096112
8800,19485432,19485438
8800,19348540,19348547
8800,19192506,19192510
8800,19259059,19259063
8800,19681718,19681732
8800,19371325,19371337
8800,19497411,19497420
8800,19508038,19508047
8800,19431126,19431137
8800,19433117,19433126
8800,19521979,19521991
8800,19394280,19394294
8800,19355087,19355093
8800,19355877,19355886
8800,19238834,19238841
8800,19382694,19382701
8800,19423002,19423014
8800,19170062,19170072
8800,19499355,19499365
8800,19349619,19349629
8800,19189674,19189687
8800,19563554,19563563
8800,19536133,19536146
8800,19203190,19203195
8800,19289871,19289875
8800,19478068,19478077
8800,19393788,19393797
8900,19801342,19801353
8900,19677618,19677624
8900,19925683,19925692
8900,19555686,19555692
8900,19798508,19798514
8900,19935129,19935138
8900,19977151,19977159
8900,19876698,19876702
8900,19917284,19917292
8900,19714733,19714740
8900,19784593,19784603
8900,19569670,19569682
8900,19711080,19711088
8900,19764862,19764870
8900,19920220,19920229
8900,19717812,19717818
8900,19910341,19910349
8900,19820344,19820350
8900,19834577,19834582
8900,19675426,19675436
8900,19993803,19993813
8900,19707040,19707052
8900,19831255,19831265
8900,19743363,19743368
8900,19565686,19565699
8900,19690857,19690866
8900,19879528,19879535
8900,19903606,19903617
8900,19923151,19923160
8900,19751384,19751396
8900,20162324,20162333
8900,19711986,19711993
8900,20040262,20040272
8900,19925887,19925895
8900,19763672,19763683
8900,19608086,19608095
8900,19741415,19741423
8900,19771927,19771935
8900,19756042,19756048
8900,19776562,19776568
8900,19788961,19788974
8900,19667004,19667013
8900,19713012,19713022
8900,19929449,19929456
8900,19770446,19770453
8900,19883731,19883737
8900,19853289,19853296
8900,19804668,19804674
8900,19916490,19916495
8900,19813278,19813288
9000,20261801,20261807
9000,20498289,20498296
9000,20110394,20110399
9000,20206818,20206829
9000,20412585,20412592
9000,20073924,20073929
9000,20321536,20321545
9000,20305959,20305969
9000,20081406,20081415
9000,20357558,20357569
9000,20396449,20396461
9000,20293325,20293336
9000,20394034,20394044
9000,20152607,20152620
9000,20341171,20341177
9000,20587500,20587508
9000,20273143,20273153
9000,20267123,20267135
9000,20488348,20488358
9000,20176904,20176907
9000,20144737,20144744
9000,20285347,20285354
9000,20095240,20095247
9000,20008976,20008986
9000,20209905,20209913
9000,20314956,20314962
9000,20414060,20414066
9000,20059317,20059324
9000,20332637,20332649
9000,20155843,20155853
9000,20114658,20114666
9000,20337516,20337523
9000,20288369,20288381
9000,20305354,20305367
9000,20362154,20362166
9000,20330213,20330221
9000,20381453,20381455
9000,20145350,20145356
9000,20137814,20137830
9000,20143796,20143807
9000,20760718,20760724
9000,20398887,20398892
9000,20470059,20470068
9000,20468961,20468972
9000,20320974,20320984
9000,20081995,20082007
9000,20341833,20341840
9000,20369411,20369420
9000,20300160,20300170
9000,20394257,20394264
9100,20504348,20504364
9100,20675227,20675241
9100,20580676,20580690
9100,20825445,20825457
9100,20741907,20741917
9100,20826654,20826664
9100,20684073,20684077
9100,20864628,20864636
9100,20611335,20611345
9100,20754729,20754736
9100,20557922,20557927
9100,20861081,20861089
9100,20726726,20726735
9100,20910919,20910928
9100,20671619,20671629
9100,20848904,20848909
9100,20523808,20523813
9100,20670796,20670802
9100,20549892,20549901
9100,20965117,20965124
9100,20659632,20659642
9100,20554561,20554569
9100,20735874,20735877
9100,20679049,20679058
9100,20635345,20635353
9100,20787087,20787090
9100,20854692,20854701
9100,20618795,20618802
9100,20930961,20930972
9100,20680590,20680598
9100,20815784,20815794
9100,20800470,20800479
9100,20818992,20819001
9100,20663470,20663481
9100,20582586,20582596
9100,20704311,20704320
9100,20902869,20902883
9100,20645214,20645218
9100,20909286,20909298
9100,20961566,20961568
9100,20614485,20614493
9100,20710721,20710727
9100,20897941,20897949
9100,20549991,20550009
9100,20757189,20757202
9100,20770472,20770482
9100,20547131,20547136
9100,20904677,20904688
9100,20856119,20856127
9100,20707259,20707267
9200,20930586,20930590
9200,21254993,21255000
9200,21252221,21252227
9200,20964883,20964893
9200,21165879,21165887
9200,21144170,21144179
9200,21202664,21202668
9200,21145195,21145211
9200,21117907,21117918
9200,20934053,20934062
9200,21228099,21228114
9200,21111413,21111419
9200,20960947,20960955
9200,21175948,21175961
9200,21574738,21574752
9200,20924424,20924434
9200,21224632,21224636
9200,21102300,21102309
9200,21186937,21186948
9200,21089215,21089221
9200,21255128,21255133
9200,21406250,21406260
9200,21010938,21010945
9200,21484416,21484424
9200,21043156,21043165
9200,21357614,21357623
9200,21134704,21134712
9200,21185681,21185691
9200,21224581,21224588
9200,21330574,21330578
9200,21020950,21020954
9200,20937233,20937244
9200,21361823,21361835
9200,21284193,21284199
9200,21453851,21453859
9200,21165983,21165994
9200,21290059,21290069
9200,21084150,21084158
9200,21216456,21216459
9200,21239079,21239090
9200,20833761,20833769
9200,21298456,21298467
9200,21054761,21054772
9200,21124214,21124223
9200,20939280,20939290
9200,21338418,21338426
9200,21153823,21153832
9200,21051480,21051487
9200,21342096,21342105
